country,orgname,repos,watchers_count,forks,open_issues,size,followers,public_gists,members,52weeksactivity
U.S. States,njstatelibrary,8,0,0,0,2981,0,0,1,0
U.S. States,ny,8,70,39,134,144386,0,0,18,24
U.S. States,nys-its,1,0,0,0,1028,0,0,0,0
U.S. States,nysenate,27,289,120,13,285669,0,0,5,6
U.S. States,oimt,3,0,1,0,1660,0,0,1,0
U.S. States,okcareertech,1,1,0,0,673,0,0,0,0
U.S. States,oregonopendata,1,0,0,0,0,0,0,1,0
U.S. States,ORMetro,1,2,0,0,1776,0,0,1,0
U.S. States,scdhhs,5,6,8,0,2848,0,0,0,0
U.S. States,scgeology,6,0,1,10,44227,0,0,0,0
U.S. States,SLNC-DIMP,4,19,8,1,15552,0,0,2,0
U.S. States,State-of-Arizona,5,3,2,2,134507,0,0,0,0
U.S. States,tndidd,1,0,0,0,515,0,0,0,0
U.S. States,TNRIS,18,31,15,96,809615,0,0,2,53
U.S. States,twdb,8,11,8,23,179473,0,0,2,0
U.S. States,TxDOT,6,2,1,1,18120,0,0,0,0
U.S. States,UtahForestryFireStateLands,2,0,0,0,24952,0,0,1,0
U.S. States,VDGIF,1,1,0,0,0,0,0,0,0
U.S. States,Virginia-House-of-Delegates,0,0,0,0,0,0,0,0,0
U.S. States,vtrans,15,0,3,15,361163,0,0,0,0
U.S. States,vtrans-rail,9,4,3,37,592866,0,0,0,0
U.S. States,wadoh,2,0,0,0,304,0,0,0,0
U.S. States,WisconsinDPI,1,0,0,0,328,0,0,1,0
U.S. States,wsdot,17,43,35,138,245477,0,1,0,21
U.S. States,WSDOT-GIS,95,64,30,83,41341,0,0,1,0
Sweden,domstol,0,0,0,0,0,0,0,0,0
Sweden,gbif-sweden,5,6,10,0,5020,0,0,0,0
Sweden,kungbib,11,6,4,24,54656,0,0,3,24
Sweden,libris,22,36,7,128,49147,0,0,5,29
Sweden,lldd,5,0,0,0,592,0,0,0,0
Sweden,malmostad,29,15,6,87,197521,0,0,4,0
Sweden,mtmse,6,1,3,11,7624,0,0,1,0
Sweden,riksarkivet,2,0,0,0,198,0,0,3,0
Sweden,rinfo,4,13,2,246,35763,0,0,3,0
Sweden,statens-maritima-museer,1,2,1,0,39868,0,0,0,0
Sweden,swedishpensionsagency,16,40,14,57,20534,0,0,0,0
Sweden,The-Municipality-of-Staffanstorp,1,6,2,0,1157,0,0,2,0
Latvia,CSBLatvia,2,5,1,0,914,0,0,3,13
Bulgaria,govbg,1,2,0,0,120,0,0,0,0
Bulgaria,governmentbg,10,94,27,54,43433,0,0,1,8
Romania,govro,7,12,8,27,3755,0,0,1,50
Romania,MinistryOfLabor,1,7,1,0,2566,0,0,0,9
Mexico,CSB-IG,27,9,17,19,642189,0,0,2,0
Mexico,DDT-INMEGEN,4,0,1,4,18369,0,0,1,0
Mexico,inmegen,16,0,5,2,86910,0,0,0,0
Mexico,profeco,1,0,0,3,120,0,0,0,0
Mexico,redoaxacadetodos,7,1,3,0,28282,0,0,0,0
Mexico,mxabierto,18,24,31,211,57707,0,0,19,25
Egypt,informationtechnologyinstitute,1,0,0,0,0,0,0,1,0
Malaysia,pmo2,1,0,0,0,0,0,0,0,0
U.S. Military and Intelligence,afseo,1,49,2,0,3617,0,0,0,0
U.S. Military and Intelligence,erdc-itl,1,0,0,0,7,0,0,0,0
U.S. Military and Intelligence,iadgov,17,382,124,51,41118,0,0,0,2
U.S. Military and Intelligence,info-sharing-environment,6,28,12,9,45413,0,0,0,0
U.S. Military and Intelligence,NationalSecurityAgency,10,983,215,25,30554,0,0,0,17
U.S. Military and Intelligence,ngageoint,29,845,257,186,886442,0,0,4,32
U.S. Military and Intelligence,project-interoperability,2,24,27,11,4011,0,0,0,0
U.S. Military and Intelligence,screamlab,1,0,0,1,168,0,0,0,0
U.S. Military and Intelligence,shareandprotect,1,0,0,1,112,0,0,0,0
U.S. Military and Intelligence,SIMP,15,6,87,48,1289,0,0,11,5
U.S. Military and Intelligence,usarmyresearchlab,3,4792,1131,30,26116,0,0,0,15
Paraguay,mecpy,2,10,1,0,11916,0,0,0,0
Paraguay,SENATICS,6,8,4,2,232515,0,0,0,0
Japan,city-of-kobe,4,23,6,2,44420,0,0,0,2
Japan,codefornamie,12,8,1,6,69806,0,0,1,0
Japan,gsi-cyberjapan,29,46,33,7,27650,0,1,1,2
Japan,nhohq,2,7,0,5,319,0,0,0,0
Japan,nims-library,2,0,1,1,374,0,0,1,0
Japan,wakayama-pref-org,174,50,30,2,213927,0,0,2,1
